from_id,knowledgeunit,rel,knowledgepoint,to_id
324,描述性统计,contain,变异系数,1305
325,概率分布,contain,随机变量,1306
325,概率分布,contain,离散概率分布,1307
325,概率分布,contain,连续概率分布,1308
326,假设检验,contain,假设检验与置信区间,1309
326,假设检验,contain,单样本推断,1310
326,假设检验,contain,两样本推断,1311
326,假设检验,contain,非参数检验,1312
326,假设检验,contain,类型数据,1313
327,分类方法,contain,K近邻法,1314
327,分类方法,contain,支持向量机,1315
327,分类方法,contain,随机森林,1316
327,分类方法,contain,提升方法,1317
328,回归方法,contain,线性回归,1318
328,回归方法,contain,相关系数,1319
328,回归方法,contain,多重线性回归,1320
328,回归方法,contain,偏相关和多重相关,1321
329,聚类方法,contain,主成分分析,1322
329,聚类方法,contain,K-means,1323
329,聚类方法,contain,谱聚类,1324
330,自然语言处理概述,contain,自然语言处理基本概念与方法,1325
330,自然语言处理概述,contain,自然语言处理应用领域,1326
331,自然语言处理的基础知识,contain,统计学基础,1327
331,自然语言处理的基础知识,contain,信息论基础,1328
332,形态分析与句法分析,contain,形态分析,1329
332,形态分析与句法分析,contain,句法分析,1330
333,概率上下文无关文法,contain,概率上下文无关文法概念,1331
333,概率上下文无关文法,contain,PCFG基本问题及其算法,1332
333,概率上下文无关文法,contain,PCFG改进方案,1333
334,神经网络,contain,背景知识,1334
334,神经网络,contain,前馈神经网络,1335
334,神经网络,contain,循环神经网络,1336
334,神经网络,contain,卷积神经网络,1337
334,神经网络,contain,transformer,1338
634,语言模型,contain,语言模型综述,1339
634,语言模型,contain,统计语言模型,1340
634,语言模型,contain,神经网络语言模型,1341
634,语言模型,contain,预训练语言模型,1342
336,机器翻译,contain,基于规则的机器翻译,1343
336,机器翻译,contain,基于统计的机器翻译,1344
336,机器翻译,contain,基于神经网络的机器翻译,1345
337,信息检索,contain,基本概念与基本模型,1346
337,信息检索,contain,概率检索模型,1347
337,信息检索,contain,深度神经语义匹配模型,1348
338,问答系统,contain,问答系统基本概念,1349
338,问答系统,contain,问答系统基本模型,1350
338,问答系统,contain,seq2seq模型,1351
339,心理与行为计算绪论,contain,计算思维与可计算性概述,1352
339,心理与行为计算绪论,contain,心理问题的特点及其客观性,1353
339,心理与行为计算绪论,contain,心理与行为计算的问题类型及典型问题,1354
340,心理的基本结构,contain,神经网络,1355
340,心理的基本结构,contain,意识与感知,1356
340,心理的基本结构,contain,思维与语言,1357
340,心理的基本结构,contain,人格与情绪,1358
341,社会行为的基本结构与数学模型,contain,社会网络的基本特征；,1359
341,社会行为的基本结构与数学模型,contain,博弈行为及价值交换的数学模型；,1360
341,社会行为的基本结构与数学模型,contain,信息传播的数学模型；,1361
341,社会行为的基本结构与数学模型,contain,群体决策的数学模型；,1362
342,心理分析与干预的计算方法,contain,基于语言的人格计算；,1363
342,心理分析与干预的计算方法,contain,基于语言的情绪计算；,1364
342,心理分析与干预的计算方法,contain,基于多模态数据的行为计算；,1365
342,心理分析与干预的计算方法,contain,心理干预的主要方法；,1366
342,心理分析与干预的计算方法,contain,基于语言的自动化心理干预,1367
343,心理与行为计算的应用,contain,个性化推荐；,1368
343,心理与行为计算的应用,contain,社会网络动态分析；,1369
343,心理与行为计算的应用,contain,智能对话；,1370
343,心理与行为计算的应用,contain,用户画像；,1371
343,心理与行为计算的应用,contain,影响力分析,1372
344,嵌入式系统设计概述,contain,嵌入式计算机系统,1373
344,嵌入式系统设计概述,contain,嵌入式计算机系统的设计原则和设计步骤,1374
345,嵌入式处理器,contain,嵌入式处理器,1375
345,嵌入式处理器,contain,选择嵌入式处理器,1376
346,总线设计,contain,总线概述,1377
346,总线设计,contain,内总线与外总线,1378
346,总线设计,contain,总线驱动与控制,1379
347,存储系统设计,contain,存储系统设计概述,1380
347,存储系统设计,contain,存储器地址译码方式及译码电路,1381
347,存储系统设计,contain,RAM,1382
347,存储系统设计,contain,EPROM和EEPROM,1383
348,嵌入式系统接口,contain,键盘接口,1384
348,嵌入式系统接口,contain,数字接口,1385
348,嵌入式系统接口,contain,数/模（D/A）变换器接口,1386
348,嵌入式系统接口,contain,模/数（A/D）变换器接口,1387
348,嵌入式系统接口,contain,显示接口,1388
348,嵌入式系统接口,contain,电机接口,1389
349,用户程序设计,contain,软件开发模式简述,1390
349,用户程序设计,contain,用户程序的基本要求及开发过程,1391
349,用户程序设计,contain,高级语言与汇编语言的接口,1392
350,实时监控程序,contain,实时监控程序概述,1393
350,实时监控程序,contain,实时监控程序设计,1394
351,嵌入式系统的可靠性设计,contain,嵌入式系统的可靠性设计概述,1395
351,嵌入式系统的可靠性设计,contain,故障检测技术,1396
351,嵌入式系统的可靠性设计,contain,硬件的可靠性设计,1397
351,嵌入式系统的可靠性设计,contain,软件的可靠性设计,1398
351,嵌入式系统的可靠性设计,contain,系统的抗干扰设计,1399
352,智能计算系统概述,contain,人工智能,1400
352,智能计算系统概述,contain,智能计算系统,1401
352,智能计算系统概述,contain,智能计算系统驱动范例,1402
353,神经网络基础,contain,从机器学习到神经网络,1403
353,神经网络基础,contain,神经网络训练,1404
353,神经网络基础,contain,神经网络设计原则,1405
353,神经网络基础,contain,过拟合与正则化,1406
353,神经网络基础,contain,交叉验证,1407
354,深度学习,contain,适合图像处理的卷积神经网络,1408
354,深度学习,contain,基于卷积神经网络的图像分类算法,1409
354,深度学习,contain,基于卷积神经网络的图像目标检测算法,1410
354,深度学习,contain,序列模型：循环神经网络,1411
354,深度学习,contain,生成对抗网络,1412
354,深度学习,contain,深度学习驱动范例,1413
355,编程框架使用,contain,编程框架概述,1414
355,编程框架使用,contain,TensorFlow编程模型及基本用法,1415
355,编程框架使用,contain,基于TensorFlow实现深度学习预测,1416
355,编程框架使用,contain,基于TensorFlow实现深度学习训练,1417
356,编程框架机理,contain,TensorFlow设计原则,1418
356,编程框架机理,contain,TensorFlow计算图机制,1419
356,编程框架机理,contain,TensorFlow系统实现,1420
356,编程框架机理,contain,编程框架对比,1421
357,深度学习处理器原理,contain,深度学习处理器概述,1422
357,深度学习处理器原理,contain,目标算法分析,1423
357,深度学习处理器原理,contain,深度学习处理器DLP结构,1424
357,深度学习处理器原理,contain,深度学习处理器优化设计,1425
357,深度学习处理器原理,contain,深度学习处理器性能评价,1426
358,深度学习处理器架构,contain,单核深度学习处理器,1427
358,深度学习处理器架构,contain,多核深度学习处理器,1428
359,智能编程语言,contain,智能计算系统抽象架构,1429
359,智能编程语言,contain,智能编程模型,1430
359,智能编程语言,contain,智能编程语言基础,1431
359,智能编程语言,contain,智能应用编程接口,1432
359,智能编程语言,contain,智能应用功能调试,1433
359,智能编程语言,contain,智能应用性能调优,1434
359,智能编程语言,contain,基于智能编程语言的系统开发,1435
360,物联网的概述,contain,物联网起源与发展,1436
360,物联网的概述,contain,物联网核心技术,1437
360,物联网的概述,contain,物联网主要特点,1438
360,物联网的概述,contain,物联网发展趋势,1439
360,物联网的概述,contain,物联网应用前景,1440
361,自动识别技术与RFID,contain,自动识别技术,1441
361,自动识别技术与RFID,contain,RFID的历史和现状,1442
361,自动识别技术与RFID,contain,RFID技术分析,1443
361,自动识别技术与RFID,contain,RFID和物联网,1444
362,无线传感网,contain,无线传感网发展历史,1445
362,无线传感网,contain,无线传感网硬件平台,1446
362,无线传感网,contain,无线传感网操作系统,1447
362,无线传感网,contain,无线传感网组网技术,1448
363,定位技术,contain,基于位置的服务,1449
363,定位技术,contain,定位技术,1450
363,定位技术,contain,定位方法,1451
363,定位技术,contain,物联网环境下的定位特点,1452
364,互联网和移动互联网,contain,互联网,1453
364,互联网和移动互联网,contain,移动互联网,1454
365,无线接入,contain,无线网络接入技术,1455
365,无线接入,contain,Wi-Fi 无线局域网,1456
365,无线接入,contain,蓝牙,1457
365,无线接入,contain,ZigBee,1458
365,无线接入,contain,60GHZ 毫米波通信,1459
365,无线接入,contain,可见光通信,1460
365,无线接入,contain,低功耗广域网,1461
366,物联网前沿,contain,物联网与大数据,1462
366,物联网前沿,contain,云计算,1463
366,物联网前沿,contain,边缘计算,1464
366,物联网前沿,contain,区块链技术,1465
367,安全可信网络安全观,contain,网络空间安全面临的挑战,1466
367,安全可信网络安全观,contain,网络安全脆弱性的根源,1467
367,安全可信网络安全观,contain,传统安全防护方法的局限性,1468
367,安全可信网络安全观,contain,主动免疫机制的原理,1469
367,安全可信网络安全观,contain,国内法规标准对安全可信的要求,1470
367,安全可信网络安全观,contain,国外可信计算研究发展,1471
368,可信计算理论基础,contain,可信计算的历史发展,1472
368,可信计算理论基础,contain,密码学对可信计算的支撑作用,1473
368,可信计算理论基础,contain,我国创新的主动可信架构,1474
368,可信计算理论基础,contain,可信扩展的过程,1475
368,可信计算理论基础,contain,静态可信机制,1476
368,可信计算理论基础,contain,动态可信机制,1477
369,可信密码机制,contain,可信密码模块概念,1478
369,可信密码机制,contain,可信软件栈,1479
369,可信密码机制,contain,可信软件基中的可信支撑机制,1480
369,可信密码机制,contain,可信密码功能,1481
369,可信密码机制,contain,基于可信密码模块的可信密码管理,1482
370,可信对系统安全的支撑,contain,系统主动监控机制的原理,1483
370,可信对系统安全的支撑,contain,Linux环境执行程序可信验证,1484
370,可信对系统安全的支撑,contain,平台可信策略部署,1485
370,可信对系统安全的支撑,contain,平台可信度量机制,1486
370,可信对系统安全的支撑,contain,平台可信报告机制,1487
370,可信对系统安全的支撑,contain,可信软件基在系统安全中的作用,1488
371,可信计算的应用,contain,可信计算对等级保护系统的支持,1489
371,可信计算的应用,contain,可信网络连接,1490
371,可信计算的应用,contain,云计算环境的可信,1491
371,可信计算的应用,contain,新型信息系统中的可信计算应用,1492
372,数据可视化简介,contain,可视化释义,1493
372,数据可视化简介,contain,可视化简史,1494
372,数据可视化简介,contain,数据可视化详解,1495
372,数据可视化简介,contain,数据科学的发展,1496
372,数据可视化简介,contain,数据可视化的意义,1497
372,数据可视化简介,contain,数据可视化分类,1498
372,数据可视化简介,contain,数据可视化与其他学科领域的关系,1499
372,数据可视化简介,contain,数据可视化研究挑战,1500
373,视觉感知与认知,contain,视觉感知,1501
373,视觉感知与认知,contain,认知、颜色、视觉编码原则,1502
374,地理信息可视化,contain,地图投影,1503
374,地理信息可视化,contain,区域数据的可视化,1504
374,地理信息可视化,contain,地理信息可视化的应用,1505
374,地理信息可视化,contain,复杂地理数据的可视分析,1506
375,大规模多变量空间数据场可视化,contain,大规模空间标量场数据的实时体可视化,1507
375,大规模多变量空间数据场可视化,contain,时变异构空间数据场的特征追踪与可视化,1508
375,大规模多变量空间数据场可视化,contain,空间向量场数据可视化,1509
375,大规模多变量空间数据场可视化,contain,空间张量场数据可视化,1510
376,层次和网络数据可视化,contain,层次数据,1511
376,层次和网络数据可视化,contain,网络数据的可视化,1512
377,文本和文档可视化,contain,文本可视化释义,1513
377,文本和文档可视化,contain,文本信息分析基础,1514
377,文本和文档可视化,contain,文本内容可视化,1515
377,文本和文档可视化,contain,文本关系可视化,1516
377,文本和文档可视化,contain,文本多层面信息的可视表达,1517
378,可视化中的交互,contain,交互准则,1518
378,可视化中的交互,contain,交互分类,1519
378,可视化中的交互,contain,交互技术,1520
378,可视化中的交互,contain,交互与硬件设备,1521
379,可视化软件,contain,科学可视化软件,1522
379,可视化软件,contain,可视化开发工具,1523
379,可视化软件,contain,数据分析和数据挖掘软件与开发工具,1524
380,知识图谱概述,contain,知识图谱的基本概念,1525
380,知识图谱概述,contain,知识图谱的历史沿革,1526
380,知识图谱概述,contain,知识图谱的研究意义,1527
380,知识图谱概述,contain,知识图谱的应用价值,1528
380,知识图谱概述,contain,知识图谱的分类,1529
381,知识表示,contain,知识表示基本概念,1530
381,知识表示,contain,知识图谱的图表示,1531
381,知识表示,contain,知识图谱的数值表示,1532
381,知识表示,contain,其他相关知识表示,1533
382,词汇挖掘与实体识别,contain,词汇挖掘与实体识别概述,1534
382,词汇挖掘与实体识别,contain,领域短语挖掘,1535
382,词汇挖掘与实体识别,contain,同义词挖掘,1536
382,词汇挖掘与实体识别,contain,缩略词抽取,1537
382,词汇挖掘与实体识别,contain,实体识别,1538
383,关系抽取,contain,关系抽取概述,1539
383,关系抽取,contain,基于模式的抽取,1540
383,关系抽取,contain,基于学习的抽取,1541
383,关系抽取,contain,开放关系抽取,1542
384,知识图谱的建模与存储,contain,知识图谱的建模与存储概述,1543
384,知识图谱的建模与存储,contain,知识图谱的数据模型,1544
384,知识图谱的建模与存储,contain,知识图谱的物理存储,1545
647,知识图谱的查询与检索,contain,知识图谱的查询与检索概述,1546
647,知识图谱的查询与检索,contain,查询语言：SPARQL,1547
647,知识图谱的查询与检索,contain,子图查询,1548
647,知识图谱的查询与检索,contain,其他查询,1549
385,基于知识图谱的搜索与推荐,contain,基于知识图谱的搜索与推荐概述,1550
385,基于知识图谱的搜索与推荐,contain,基于知识图谱的搜索,1551
385,基于知识图谱的搜索与推荐,contain,基于知识图谱的推荐,1552
386,基于知识图谱的问答,contain,基于知识图谱的问答概述,1553
386,基于知识图谱的问答,contain,基于模板的KBQA,1554
386,基于知识图谱的问答,contain,基于图模型的KBQA,1555
386,基于知识图谱的问答,contain,基于深度学习的KBQA,1556
387,计算机视觉介绍与发展现状,contain,了解计算机视觉的基本概念,1557
387,计算机视觉介绍与发展现状,contain,了解计算机视觉的起源、应用,1558
388,光场,contain,了解全光函数、光场概念,1559
388,光场,contain,掌握参数化描述,1560
388,光场,contain,掌握光场相机、光场应用,1561
494,双目视觉,contain,掌握双目视觉的原理、方法、步骤,1562
494,双目视觉,contain,掌握求匹配的几种方法,1563
389,多目视觉,contain,掌握多目视觉的原理、方法、步骤,1564
389,多目视觉,contain,掌握求解的几种方法,1565
390,SLAM——机器人基础,contain,掌握SLAM的原理和方法,1566
390,SLAM——机器人基础,contain,掌握SLAM与SFM的异同,1567
391,深度相机及应用,contain,掌握深度相机的种类与原理,1568
391,深度相机及应用,contain,了解基于深度相机的应用,1569
392,运动捕捉,contain,掌握刚体变换的表示,1570
392,运动捕捉,contain,掌握运动捕捉的方法,1571
392,运动捕捉,contain,了解前沿应用,1572
393,语义理解与分析,contain,图像分割,1573
393,语义理解与分析,contain,视频分割,1574
393,语义理解与分析,contain,目标检测,1575
394,命题逻辑,contain,命题、联结词的定义、表示,1576
394,命题逻辑,contain,命题公式的定义与翻译,1577
394,命题逻辑,contain,命题公式的语义与蕴含式、等价式,1578
394,命题逻辑,contain,范式的定义和性质,1579
394,命题逻辑,contain,命题公式的语法与推理理论,1580
395,谓词逻辑,contain,谓词、量词的定义、表示,1581
395,谓词逻辑,contain,谓词公式的定义、翻译,1582
395,谓词逻辑,contain,谓词公式的语义与蕴含式、等价式,1583
395,谓词逻辑,contain,前束范式的定义和性质,1584
395,谓词逻辑,contain,谓词公式的语法与推理理论,1585
396,集合与关系,contain,集合的定义与运算,1586
396,集合与关系,contain,关系的定义、性质与运算,1587
396,集合与关系,contain,集合的划分与等价关系,1588
396,集合与关系,contain,集合的覆盖与相容关系,1589
396,集合与关系,contain,偏序关系与特殊元素,1590
421,函数,contain,函数及其性质、函数的运算,1591
421,函数,contain,基数的概念、可数集和不可数集的概念,1592
398,代数系统,contain,运算和代数系统的定义,1593
398,代数系统,contain,二元运算的性质,1594
398,代数系统,contain,若干特殊代数系统的定义、性质,1595
398,代数系统,contain,陪集与拉格朗日定理,1596
398,代数系统,contain,同态与同构,1597
399,图论,contain,图的概念,1598
399,图论,contain,图的连通性,1599
399,图论,contain,图的矩阵表示,1600
399,图论,contain,一些特殊图的概念、判定和应用,1601
399,图论,contain,图的着色问题,1602
400,计算机导论介绍,contain,计算机的发展简介,1603
400,计算机导论介绍,contain,计算机的分类,1604
400,计算机导论介绍,contain,计算机的主要应用,1605
400,计算机导论介绍,contain,计算机系统的组成,1606
400,计算机导论介绍,contain,计算机系统的硬件组成,1607
400,计算机导论介绍,contain,计算机软件,1608
400,计算机导论介绍,contain,计算机的主要指标,1609
401,高性能计算,contain,计算与性能的定义,1610
401,高性能计算,contain,传统高性能计算应用,1611
401,高性能计算,contain,高性能计算与互联网应用,1612
401,高性能计算,contain,高性能计算与AI,1613
401,高性能计算,contain,高性能计算与软件工程,1614
402,芯片与计算机,contain,微电子学-计算机发展的源泉,1615
402,芯片与计算机,contain,中兴事件与中国集成电路面临的严峻挑战,1616
402,芯片与计算机,contain,集成电路的发展历史与发展趋势,1617
403,生物信息导论,contain,序列对位排列,1618
403,生物信息导论,contain,全局对位排列,1619
403,生物信息导论,contain,全局对位排列算法优化,1620
403,生物信息导论,contain,局部对位排列,1621
403,生物信息导论,contain,针对DNA的得分函数,1622
403,生物信息导论,contain,针对蛋白质的得分函数,1623
403,生物信息导论,contain,后缀树定义及性质,1624
403,生物信息导论,contain,后缀输应用,1625
404,人工智能,contain,人工智能绪论,1626
404,人工智能,contain,知识表示,1627
404,人工智能,contain,确定性推理方法,1628
404,人工智能,contain,不确定性推理方法,1629
404,人工智能,contain,搜索求解策略,1630
404,人工智能,contain,遗传算法及其应用,1631
404,人工智能,contain,人工神经网络及其应用,1632
404,人工智能,contain,专家系统,1633
405,计算机系统（体系）结构,contain,计算机系统结构介绍,1634
405,计算机系统（体系）结构,contain,计算机系统结构的发展历程,1635
405,计算机系统（体系）结构,contain,现代计算机系统结构研究的挑战和机遇,1636
405,计算机系统（体系）结构,contain,学习计算机系统类课程的目的,1637
406,计算机视觉,contain,什么是计算机视觉,1638
406,计算机视觉,contain,计算机视觉的范畴,1639
406,计算机视觉,contain,深度学习,1640
407,软件开发与软件工程,contain,计算机语言与翻译程序,1641
407,软件开发与软件工程,contain,程序设计——算法与数据结构,1642
407,软件开发与软件工程,contain,软件危机的应对,1643
408,万物互联时代的无源感知与计算,contain,万物互联技术的发展回顾,1644
408,万物互联时代的无源感知与计算,contain,射频识别技术简介,1645
408,万物互联时代的无源感知与计算,contain,射频识别技术的典型应用,1646
409,软件定义驱动的未来互联网,contain,软件定义的理解,1647
409,软件定义驱动的未来互联网,contain,互联网发展与软件定义,1648
409,软件定义驱动的未来互联网,contain,软件定义的互联网融合体系,1649
410,网络空间安全概述,contain,网络安全研究背景,1650
410,网络空间安全概述,contain,网络安全面临的问题,1651
410,网络空间安全概述,contain,网络安全研究现状,1652
410,网络空间安全概述,contain,网络安全未来研究展望,1653
411,自然语言处理,contain,什么是自然语言处理,1654
411,自然语言处理,contain,自然语言处理研究内容,1655
411,自然语言处理,contain,自然语言处理技术落地,1656
411,自然语言处理,contain,自然语言发展历史,1657
411,自然语言处理,contain,自然语言处理与其他学科关系,1658
411,自然语言处理,contain,自然语言处理最近进展,1659
411,自然语言处理,contain,自然语言处理未来趋势,1660
412,云计算系统,contain,云计算背景,1661
412,云计算系统,contain,阿里云与腾讯云,1662
412,云计算系统,contain,亚马逊云,1663
412,云计算系统,contain,谷歌云,1664
412,云计算系统,contain,云服务提供商,1665
412,云计算系统,contain,云计算带来的优势,1666
413,计算机网络简介,contain,什么是计算机网络和因特网,1667
413,计算机网络简介,contain,因特网结构和ISP,1668
413,计算机网络简介,contain,因特网协议：TCP/IP,1669
413,计算机网络简介,contain,因特网应用示例：Web和E-mail,1670
414,数据库简介,contain,数据库系统概述,1671
414,数据库简介,contain,关系数据库,1672
414,数据库简介,contain,关系数据库标准语言SQL,1673
414,数据库简介,contain,数据库安全性,1674
414,数据库简介,contain,数据库完整性,1675
414,数据库简介,contain,关系数据理论,1676
414,数据库简介,contain,数据库设计,1677
414,数据库简介,contain,数据库恢复技术,1678
414,数据库简介,contain,并发控制,1679
415,数据可视化,contain,数据可视化基础,1680
415,数据可视化,contain,可视化方法,1681
415,数据可视化,contain,软件与工具介绍,1682
415,数据可视化,contain,可视化案例介绍,1683
416,计算机系统与程序设计概述,contain,计算机系统简介,1684
416,计算机系统与程序设计概述,contain,程序设计语言简介,1685
416,计算机系统与程序设计概述,contain,操作系统简介,1686
416,计算机系统与程序设计概述,contain,C/C++发展历史,1687
416,计算机系统与程序设计概述,contain,C/C++程序的开发过程,1688
417,C/C++基础知识,contain,简单完整的C/C++程序,1689
417,C/C++基础知识,contain,简单的输入、输出,1690
417,C/C++基础知识,contain,简单数据类型,1691
417,C/C++基础知识,contain,基本运算,1692
418,分支程序设计,contain,分支语句,1693
418,分支程序设计,contain,分支嵌套,1694
418,分支程序设计,contain,多分支语句,1695
418,分支程序设计,contain,逻辑运算符和逻辑表达式,1696
418,分支程序设计,contain,案例介绍：税收计算、闰年计算,1697
419,数学函数、字符、字符串,contain,数学函数,1698
419,数学函数、字符、字符串,contain,字符数据类型,1699
419,数学函数、字符、字符串,contain,字符串,1700
419,数学函数、字符、字符串,contain,案例介绍：产生随机数、猜生日、倒序字符串,1701
420,循环,contain,while循环,1702
420,循环,contain,do-while循环,1703
420,循环,contain,for循环,1704
420,循环,contain,三种循环的比较,1705
420,循环,contain,循环嵌套,1706
420,循环,contain,案例介绍：输出素数,1707
421,函数,contain,函数定义,1708
421,函数,contain,函数调用,1709
421,函数,contain,函数参数传递,1710
421,函数,contain,函数重载,1711
421,函数,contain,静态变量,1712
421,函数,contain,案例介绍：把十六进制数转换为十进制数,1713
422,一维数组和C串,contain,一维数组定义和使用,1714
422,一维数组和C串,contain,C串的定义和函数,1715
422,一维数组和C串,contain,案例介绍：乐透彩票、随机发牌、字符频率统计,1716
423,多维数组,contain,多维数组的定义和使用,1717
423,多维数组,contain,利用嵌套循环访问多维数组,1718
423,多维数组,contain,案例介绍：数独游戏,1719
424,递归程序设计,contain,递归的定义,1720
424,递归程序设计,contain,递归程序的基本设计方法,1721
424,递归程序设计,contain,案例介绍：斐波那契数列、汉诺塔问题,1722
425,对象和类,contain,对象和类的定义,1723
425,对象和类,contain,对象的定义和类的创建,1724
426,面向对象,contain,字符串类,1725
426,面向对象,contain,对象和类的使用方法,1726
426,面向对象,contain,案列介绍：StackOfInteger类,1727
427,指针和动态内存管理,contain,指针的基本概念,1728
427,指针和动态内存管理,contain,数组和指针,1729
427,指针和动态内存管理,contain,利用指针传递参数,1730
427,指针和动态内存管理,contain,动态内存分配,1731
427,指针和动态内存管理,contain,析构函数,1732
427,指针和动态内存管理,contain,案例介绍：Course类的定义和使用,1733
428,算法分析,contain,算法分析原理,1734
428,算法分析,contain,空间复杂度和时间复杂度,1735
428,算法分析,contain,渐进分析，符号（O、Ω、Θ）,1736
428,算法分析,contain,解递归,1737
429,分治法,contain,分治法原理,1738
430,贪心法,contain,最优化问题,1739
430,贪心法,contain,贪心法原理,1740
431,动态规划,contain,动态规划原理,1741
431,动态规划,contain,应用实例,1742
432,回溯与分枝－限界法,contain,回溯法及应用实例,1743
432,回溯与分枝－限界法,contain,分枝－限界法及应用实例,1744
428,算法分析,contain,数据结构的基本概念和术语,1745
428,算法分析,contain,算法分析的基本概念,1746
434,线性表,contain,线性表,1747
434,线性表,contain,顺序表（表示及其存储结构）,1748
434,线性表,contain,链表（表示及其存储结构）,1749
434,线性表,contain,线性表的应用,1750
435,栈和队列,contain,栈的存储表示和基本运算,1751
435,栈和队列,contain,栈的应用,1752
435,栈和队列,contain,链队列,1753
435,栈和队列,contain,循环队列,1754
435,栈和队列,contain,队列的应用,1755
435,栈和队列,contain,特殊矩阵的压缩存储,1756
436,递归,contain,递归概念,1757
436,递归,contain,递归过程,1758
436,递归,contain,递归算法,1759
436,递归,contain,递归实现,1760
437,字符串,contain,串的存储结构,1761
437,字符串,contain,串的基本运算,1762
438,树和二叉树,contain,树、二叉树的概念及性质,1763
438,树和二叉树,contain,二叉树的顺序存储结构及链式存储结构,1764
438,树和二叉树,contain,遍历二叉树,1765
438,树和二叉树,contain,二叉树的应用,1766
438,树和二叉树,contain,线索二叉树,1767
438,树和二叉树,contain,树的存储结构,1768
438,树和二叉树,contain,树和森林与二叉树的转换,1769
438,树和二叉树,contain,树和森林的遍历,1770
438,树和二叉树,contain,哈夫曼树及其应用,1771
439,图,contain,图的定义和术语,1772
439,图,contain,图的存储结构,1773
439,图,contain,图的遍历,1774
439,图,contain,最小生成树,1775
439,图,contain,拓扑排序,1776
439,图,contain,关键路径,1777
439,图,contain,最短路径,1778
440,查找,contain,查找,1779
440,查找,contain,静态查找表,1780
440,查找,contain,动态查找表,1781
440,查找,contain,二叉排序树,1782
440,查找,contain,平衡二叉树,1783
440,查找,contain,哈希表,1784
440,查找,contain,B+树、B-树及其基本操作,1785
440,查找,contain,查找算法的分析及应用,1786
441,排序,contain,插入排序,1787
441,排序,contain,冒泡排序,1788
441,排序,contain,快速排序,1789
441,排序,contain,选择排序,1790
441,排序,contain,堆排序,1791
441,排序,contain,归并排序,1792
441,排序,contain,基数排序,1793
441,排序,contain,内排序方法比较,1794
441,排序,contain,内部排序算法的应用,1795
442,计算机系统绪论,contain,计算机系统基本概念,1796
442,计算机系统绪论,contain,计算机的硬件组织,1797
442,计算机系统绪论,contain,最小系统,1798
442,计算机系统绪论,contain,编译系统,1799
442,计算机系统绪论,contain,Helloworld程序在计算机中的运行,1800
443,信息的表示和处理,contain,信息的存储,1801
443,信息的表示和处理,contain,逻辑运算与位运算,1802
443,信息的表示和处理,contain,整数的表示,1803
443,信息的表示和处理,contain,整数运算,1804
443,信息的表示和处理,contain,浮点数,1805
443,信息的表示和处理,contain,浮点运算,1806
444,程序的机器级表示,contain,CPU的发展历史,1807
444,程序的机器级表示,contain,C语言与汇编语言,1808
444,程序的机器级表示,contain,数据的访问,1809
444,程序的机器级表示,contain,算术和逻辑运算的表示,1810
444,程序的机器级表示,contain,分支控制,1811
444,程序的机器级表示,contain,过程,1812
444,程序的机器级表示,contain,数组,1813
444,程序的机器级表示,contain,结构体与联合体,1814
444,程序的机器级表示,contain,数据在存储器中的布局,1815
444,程序的机器级表示,contain,缓冲区溢出攻击与防御,1816
445,处理器体系结构,contain,复杂指令集与精简指令集计算机,1817
445,处理器体系结构,contain,顺序执行处理器,1818
445,处理器体系结构,contain,流水线基本原理,1819
445,处理器体系结构,contain,处理器微体系结构的发展趋势,1820
446,存储器的层次结构,contain,存储器技术,1821
446,存储器的层次结构,contain,程序的局部性原理,1822
446,存储器的层次结构,contain,存储器层次结构,1823
446,存储器的层次结构,contain,缓存的基本概念,1824
446,存储器的层次结构,contain,高速缓存,1825
446,存储器的层次结构,contain,编写缓存友好的代码,1826
446,存储器的层次结构,contain,存储器山,1827
447,链接,contain,链接基本概念,1828
447,链接,contain,静态链接,1829
447,链接,contain,链接库,1830
447,链接,contain,库打桩技术,1831
448,异常控制流,contain,异常,1832
449,虚拟内存,contain,物理地址与虚拟地址,1833
449,虚拟内存,contain,地址空间,1834
449,虚拟内存,contain,虚拟内存作为缓存的工具,1835
449,虚拟内存,contain,虚拟内存作为内存管理的工具,1836
449,虚拟内存,contain,地址翻译,1837
449,虚拟内存,contain,虚拟内存案例分析,1838
450,操作系统概述,contain,什么是操作系统,1839
450,操作系统概述,contain,操作系统历史及分类,1840
450,操作系统概述,contain,计算机软硬件系统,1841
450,操作系统概述,contain,操作系统结构,1842
451,Unix/Linux基础,contain,文件的概念与使用,1843
451,Unix/Linux基础,contain,进程的概念与管理,1844
451,Unix/Linux基础,contain,shell的使用,1845
451,Unix/Linux基础,contain,程序开发基础,1846
451,Unix/Linux基础,contain,内核基本结构,1847
452,进程与线程，死锁,contain,进程,1848
452,进程与线程，死锁,contain,线程,1849
452,进程与线程，死锁,contain,进程间通信,1850
452,进程与线程，死锁,contain,调度,1851
452,进程与线程，死锁,contain,死锁,1852
453,内存管理,contain,内存分层金字塔模型,1853
453,内存管理,contain,分区式、分页式、分段式和段页式内存管理,1854
453,内存管理,contain,页面置换算法,1855
454,文件系统,contain,文件与目录,1856
454,文件系统,contain,文件系统,1857
454,文件系统,contain,存储设备,1858
454,文件系统,contain,备份恢复,1859
455,输入输出设备,contain,I/O硬件,1860
455,输入输出设备,contain,I/O软件,1861
